activity_id,activity_name,designation,fullName,name,parkCode,states,url
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Cuyahoga Valley National Park,Cuyahoga Valley,cuva,OH,https://www.nps.gov/cuva/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Dry Tortugas National Park,Dry Tortugas,drto,FL,https://www.nps.gov/drto/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Everglades National Park,Everglades,ever,FL,https://www.nps.gov/ever/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Glacier National Park,Glacier,glac,MT,https://www.nps.gov/glac/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Grand Canyon National Park,Grand Canyon,grca,AZ,https://www.nps.gov/grca/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Great Smoky Mountains National Park,Great Smoky Mountains,grsm,"NC,TN",https://www.nps.gov/grsm/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Kobuk Valley National Park,Kobuk Valley,kova,AK,https://www.nps.gov/kova/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Mammoth Cave National Park,Mammoth Cave,maca,KY,https://www.nps.gov/maca/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Mount Rainier National Park,Mount Rainier,mora,WA,https://www.nps.gov/mora/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,North Cascades National Park,North Cascades,noca,WA,https://www.nps.gov/noca/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Petrified Forest National Park,Petrified Forest,pefo,AZ,https://www.nps.gov/pefo/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Pinnacles National Park,Pinnacles,pinn,CA,https://www.nps.gov/pinn/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Rocky Mountain National Park,Rocky Mountain,romo,CO,https://www.nps.gov/romo/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Shenandoah National Park,Shenandoah,shen,VA,https://www.nps.gov/shen/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Arches National Park,Arches,arch,UT,https://www.nps.gov/arch/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Badlands National Park,Badlands,badl,SD,https://www.nps.gov/badl/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Big Bend National Park,Big Bend,bibe,TX,https://www.nps.gov/bibe/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Black Canyon Of The Gunnison National Park,Black Canyon Of The Gunnison,blca,CO,https://www.nps.gov/blca/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Bryce Canyon National Park,Bryce Canyon,brca,UT,https://www.nps.gov/brca/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Canyonlands National Park,Canyonlands,cany,UT,https://www.nps.gov/cany/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Capitol Reef National Park,Capitol Reef,care,UT,https://www.nps.gov/care/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Carlsbad Caverns National Park,Carlsbad Caverns,cave,NM,https://www.nps.gov/cave/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Channel Islands National Park,Channel Islands,chis,CA,https://www.nps.gov/chis/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Congaree National Park,Congaree,cong,SC,https://www.nps.gov/cong/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Crater Lake National Park,Crater Lake,crla,OR,https://www.nps.gov/crla/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Cuyahoga Valley National Park,Cuyahoga Valley,cuva,OH,https://www.nps.gov/cuva/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Death Valley National Park,Death Valley,deva,"CA,NV",https://www.nps.gov/deva/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Everglades National Park,Everglades,ever,FL,https://www.nps.gov/ever/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Glacier National Park,Glacier,glac,MT,https://www.nps.gov/glac/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Great Basin National Park,Great Basin,grba,NV,https://www.nps.gov/grba/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Grand Canyon National Park,Grand Canyon,grca,AZ,https://www.nps.gov/grca/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Great Smoky Mountains National Park,Great Smoky Mountains,grsm,"NC,TN",https://www.nps.gov/grsm/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Grand Teton National Park,Grand Teton,grte,WY,https://www.nps.gov/grte/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Guadalupe Mountains National Park,Guadalupe Mountains,gumo,TX,https://www.nps.gov/gumo/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Haleakalā National Park,Haleakalā,hale,HI,https://www.nps.gov/hale/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Hawaiʻi Volcanoes National Park,Hawaiʻi Volcanoes,havo,HI,https://www.nps.gov/havo/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Hot Springs National Park,Hot Springs,hosp,AR,https://www.nps.gov/hosp/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Indiana Dunes National Park,Indiana Dunes,indu,IN,https://www.nps.gov/indu/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Isle Royale National Park,Isle Royale,isro,MI,https://www.nps.gov/isro/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Joshua Tree National Park,Joshua Tree,jotr,CA,https://www.nps.gov/jotr/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Kenai Fjords National Park,Kenai Fjords,kefj,AK,https://www.nps.gov/kefj/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Kobuk Valley National Park,Kobuk Valley,kova,AK,https://www.nps.gov/kova/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Lassen Volcanic National Park,Lassen Volcanic,lavo,CA,https://www.nps.gov/lavo/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Mammoth Cave National Park,Mammoth Cave,maca,KY,https://www.nps.gov/maca/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Mesa Verde National Park,Mesa Verde,meve,CO,https://www.nps.gov/meve/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Mount Rainier National Park,Mount Rainier,mora,WA,https://www.nps.gov/mora/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,North Cascades National Park,North Cascades,noca,WA,https://www.nps.gov/noca/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Petrified Forest National Park,Petrified Forest,pefo,AZ,https://www.nps.gov/pefo/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Pinnacles National Park,Pinnacles,pinn,CA,https://www.nps.gov/pinn/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Rocky Mountain National Park,Rocky Mountain,romo,CO,https://www.nps.gov/romo/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Saguaro National Park,Saguaro,sagu,AZ,https://www.nps.gov/sagu/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Shenandoah National Park,Shenandoah,shen,VA,https://www.nps.gov/shen/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Theodore Roosevelt National Park,Theodore Roosevelt,thro,ND,https://www.nps.gov/thro/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Virgin Islands National Park,Virgin Islands,viis,VI,https://www.nps.gov/viis/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Voyageurs National Park,Voyageurs,voya,MN,https://www.nps.gov/voya/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,White Sands National Park,White Sands,whsa,NM,https://www.nps.gov/whsa/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Wind Cave National Park,Wind Cave,wica,SD,https://www.nps.gov/wica/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,National Park,Zion National Park,Zion,zion,UT,https://www.nps.gov/zion/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Arches National Park,Arches,arch,UT,https://www.nps.gov/arch/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Badlands National Park,Badlands,badl,SD,https://www.nps.gov/badl/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Black Canyon Of The Gunnison National Park,Black Canyon Of The Gunnison,blca,CO,https://www.nps.gov/blca/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Bryce Canyon National Park,Bryce Canyon,brca,UT,https://www.nps.gov/brca/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Canyonlands National Park,Canyonlands,cany,UT,https://www.nps.gov/cany/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Capitol Reef National Park,Capitol Reef,care,UT,https://www.nps.gov/care/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Cuyahoga Valley National Park,Cuyahoga Valley,cuva,OH,https://www.nps.gov/cuva/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Death Valley National Park,Death Valley,deva,"CA,NV",https://www.nps.gov/deva/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Glacier National Park,Glacier,glac,MT,https://www.nps.gov/glac/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Great Basin National Park,Great Basin,grba,NV,https://www.nps.gov/grba/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Grand Canyon National Park,Grand Canyon,grca,AZ,https://www.nps.gov/grca/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Great Smoky Mountains National Park,Great Smoky Mountains,grsm,"NC,TN",https://www.nps.gov/grsm/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Grand Teton National Park,Grand Teton,grte,WY,https://www.nps.gov/grte/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Guadalupe Mountains National Park,Guadalupe Mountains,gumo,TX,https://www.nps.gov/gumo/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Indiana Dunes National Park,Indiana Dunes,indu,IN,https://www.nps.gov/indu/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Joshua Tree National Park,Joshua Tree,jotr,CA,https://www.nps.gov/jotr/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Lassen Volcanic National Park,Lassen Volcanic,lavo,CA,https://www.nps.gov/lavo/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Mammoth Cave National Park,Mammoth Cave,maca,KY,https://www.nps.gov/maca/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,North Cascades National Park,North Cascades,noca,WA,https://www.nps.gov/noca/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Petrified Forest National Park,Petrified Forest,pefo,AZ,https://www.nps.gov/pefo/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Shenandoah National Park,Shenandoah,shen,VA,https://www.nps.gov/shen/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Theodore Roosevelt National Park,Theodore Roosevelt,thro,ND,https://www.nps.gov/thro/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Wind Cave National Park,Wind Cave,wica,SD,https://www.nps.gov/wica/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
8386EEAF-985F-4DE8-9037-CCF91975AC94,Hunting and Gathering,National Park,Great Basin National Park,Great Basin,grba,NV,https://www.nps.gov/grba/index.htm
8386EEAF-985F-4DE8-9037-CCF91975AC94,Hunting and Gathering,National Park,Grand Teton National Park,Grand Teton,grte,WY,https://www.nps.gov/grte/index.htm
8386EEAF-985F-4DE8-9037-CCF91975AC94,Hunting and Gathering,National Park,Shenandoah National Park,Shenandoah,shen,VA,https://www.nps.gov/shen/index.htm
5FF5B286-E9C3-430E-B612-3380D8138600,Ice Skating,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
5FF5B286-E9C3-430E-B612-3380D8138600,Ice Skating,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Arches National Park,Arches,arch,UT,https://www.nps.gov/arch/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Badlands National Park,Badlands,badl,SD,https://www.nps.gov/badl/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Big Bend National Park,Big Bend,bibe,TX,https://www.nps.gov/bibe/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Biscayne National Park,Biscayne,bisc,FL,https://www.nps.gov/bisc/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Bryce Canyon National Park,Bryce Canyon,brca,UT,https://www.nps.gov/brca/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Canyonlands National Park,Canyonlands,cany,UT,https://www.nps.gov/cany/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Capitol Reef National Park,Capitol Reef,care,UT,https://www.nps.gov/care/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Carlsbad Caverns National Park,Carlsbad Caverns,cave,NM,https://www.nps.gov/cave/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Channel Islands National Park,Channel Islands,chis,CA,https://www.nps.gov/chis/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Congaree National Park,Congaree,cong,SC,https://www.nps.gov/cong/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Crater Lake National Park,Crater Lake,crla,OR,https://www.nps.gov/crla/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Cuyahoga Valley National Park,Cuyahoga Valley,cuva,OH,https://www.nps.gov/cuva/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Death Valley National Park,Death Valley,deva,"CA,NV",https://www.nps.gov/deva/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Dry Tortugas National Park,Dry Tortugas,drto,FL,https://www.nps.gov/drto/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Everglades National Park,Everglades,ever,FL,https://www.nps.gov/ever/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Glacier National Park,Glacier,glac,MT,https://www.nps.gov/glac/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Great Basin National Park,Great Basin,grba,NV,https://www.nps.gov/grba/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Grand Canyon National Park,Grand Canyon,grca,AZ,https://www.nps.gov/grca/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Great Smoky Mountains National Park,Great Smoky Mountains,grsm,"NC,TN",https://www.nps.gov/grsm/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Grand Teton National Park,Grand Teton,grte,WY,https://www.nps.gov/grte/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Guadalupe Mountains National Park,Guadalupe Mountains,gumo,TX,https://www.nps.gov/gumo/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Haleakalā National Park,Haleakalā,hale,HI,https://www.nps.gov/hale/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Hawaiʻi Volcanoes National Park,Hawaiʻi Volcanoes,havo,HI,https://www.nps.gov/havo/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Hot Springs National Park,Hot Springs,hosp,AR,https://www.nps.gov/hosp/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Indiana Dunes National Park,Indiana Dunes,indu,IN,https://www.nps.gov/indu/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Isle Royale National Park,Isle Royale,isro,MI,https://www.nps.gov/isro/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Gateway Arch National Park,Gateway Arch,jeff,MO,https://www.nps.gov/jeff/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Joshua Tree National Park,Joshua Tree,jotr,CA,https://www.nps.gov/jotr/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Kenai Fjords National Park,Kenai Fjords,kefj,AK,https://www.nps.gov/kefj/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Kobuk Valley National Park,Kobuk Valley,kova,AK,https://www.nps.gov/kova/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Lassen Volcanic National Park,Lassen Volcanic,lavo,CA,https://www.nps.gov/lavo/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Mammoth Cave National Park,Mammoth Cave,maca,KY,https://www.nps.gov/maca/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Mesa Verde National Park,Mesa Verde,meve,CO,https://www.nps.gov/meve/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Mount Rainier National Park,Mount Rainier,mora,WA,https://www.nps.gov/mora/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,North Cascades National Park,North Cascades,noca,WA,https://www.nps.gov/noca/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Petrified Forest National Park,Petrified Forest,pefo,AZ,https://www.nps.gov/pefo/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Pinnacles National Park,Pinnacles,pinn,CA,https://www.nps.gov/pinn/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Rocky Mountain National Park,Rocky Mountain,romo,CO,https://www.nps.gov/romo/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Saguaro National Park,Saguaro,sagu,AZ,https://www.nps.gov/sagu/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Shenandoah National Park,Shenandoah,shen,VA,https://www.nps.gov/shen/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Theodore Roosevelt National Park,Theodore Roosevelt,thro,ND,https://www.nps.gov/thro/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Voyageurs National Park,Voyageurs,voya,MN,https://www.nps.gov/voya/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,White Sands National Park,White Sands,whsa,NM,https://www.nps.gov/whsa/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Wind Cave National Park,Wind Cave,wica,SD,https://www.nps.gov/wica/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,National Park,Zion National Park,Zion,zion,UT,https://www.nps.gov/zion/index.htm
B204DE60-5A24-43DD-8902-C81625A09A74,Living History,National Park,Capitol Reef National Park,Capitol Reef,care,UT,https://www.nps.gov/care/index.htm
B204DE60-5A24-43DD-8902-C81625A09A74,Living History,National Park,Cuyahoga Valley National Park,Cuyahoga Valley,cuva,OH,https://www.nps.gov/cuva/index.htm
B204DE60-5A24-43DD-8902-C81625A09A74,Living History,National Park,Death Valley National Park,Death Valley,deva,"CA,NV",https://www.nps.gov/deva/index.htm
B204DE60-5A24-43DD-8902-C81625A09A74,Living History,National Park,Lassen Volcanic National Park,Lassen Volcanic,lavo,CA,https://www.nps.gov/lavo/index.htm
B204DE60-5A24-43DD-8902-C81625A09A74,Living History,National Park,Mount Rainier National Park,Mount Rainier,mora,WA,https://www.nps.gov/mora/index.htm
B204DE60-5A24-43DD-8902-C81625A09A74,Living History,National Park,Voyageurs National Park,Voyageurs,voya,MN,https://www.nps.gov/voya/index.htm
B204DE60-5A24-43DD-8902-C81625A09A74,Living History,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Biscayne National Park,Biscayne,bisc,FL,https://www.nps.gov/bisc/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Bryce Canyon National Park,Bryce Canyon,brca,UT,https://www.nps.gov/brca/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Capitol Reef National Park,Capitol Reef,care,UT,https://www.nps.gov/care/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Channel Islands National Park,Channel Islands,chis,CA,https://www.nps.gov/chis/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Congaree National Park,Congaree,cong,SC,https://www.nps.gov/cong/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Crater Lake National Park,Crater Lake,crla,OR,https://www.nps.gov/crla/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Death Valley National Park,Death Valley,deva,"CA,NV",https://www.nps.gov/deva/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Everglades National Park,Everglades,ever,FL,https://www.nps.gov/ever/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Great Basin National Park,Great Basin,grba,NV,https://www.nps.gov/grba/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Grand Canyon National Park,Grand Canyon,grca,AZ,https://www.nps.gov/grca/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Great Smoky Mountains National Park,Great Smoky Mountains,grsm,"NC,TN",https://www.nps.gov/grsm/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Guadalupe Mountains National Park,Guadalupe Mountains,gumo,TX,https://www.nps.gov/gumo/index.htm
C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,National Park,Hawaiʻi Volcanoes National Park,Hawaiʻi Volcanoes,havo,HI,https://www.nps.gov/havo/index.htm
